Symbol,Reason
WTC/USDT,Vol.24h (0.0) < 1000000
DATA/USDT,Vol.24h (665621.0) < 1000000
XZC/USDT,Vol.24h (0.0) < 1000000
CTSI/USDT,Vol.24h (570484.5) < 1000000
BTCUP/USDT,Vol.24h (0.0) < 1000000
BTCDOWN/USDT,Vol.24h (0.0) < 1000000
GXS/USDT,Vol.24h (0.0) < 1000000
LEND/USDT,Vol.24h (0.0) < 1000000
MDT/USDT,Vol.24h (732074.9) < 1000000
REP/USDT,Vol.24h (0.0) < 1000000
PNT/USDT,Vol.24h (0.0) < 1000000
BKRW/USDT,Vol.24h (0.0) < 1000000
ETHUP/USDT,Vol.24h (0.0) < 1000000
ETHDOWN/USDT,Vol.24h (0.0) < 1000000
ADAUP/USDT,Vol.24h (0.0) < 1000000
ADADOWN/USDT,Vol.24h (0.0) < 1000000
LINKUP/USDT,Vol.24h (0.0) < 1000000
LINKDOWN/USDT,Vol.24h (0.0) < 1000000
GBP/USDT,Vol.24h (0.0) < 1000000
DAI/USDT,Vol.24h (0.0) < 1000000
DCR/USDT,Vol.24h (829844.9) < 1000000
BNBUP/USDT,Vol.24h (0.0) < 1000000
BNBDOWN/USDT,Vol.24h (0.0) < 1000000
XTZUP/USDT,Vol.24h (0.0) < 1000000
XTZDOWN/USDT,Vol.24h (0.0) < 1000000
AUD/USDT,Vol.24h (0.0) < 1000000
BAL/USDT,Vol.24h (332107.3) < 1000000
IRIS/USDT,Vol.24h (0.0) < 1000000
SRM/USDT,Vol.24h (0.0) < 1000000
ANT/USDT,Vol.24h (0.0) < 1000000
OCEAN/USDT,Vol.24h (0.0) < 1000000
NMR/USDT,Vol.24h (749152.4) < 1000000
WNXM/USDT,Vol.24h (0.0) < 1000000
BZRX/USDT,Vol.24h (0.0) < 1000000
YFII/USDT,Vol.24h (0.0) < 1000000
DIA/USDT,Vol.24h (647086.0) < 1000000
EOSUP/USDT,Vol.24h (0.0) < 1000000
EOSDOWN/USDT,Vol.24h (0.0) < 1000000
TRXUP/USDT,Vol.24h (0.0) < 1000000
TRXDOWN/USDT,Vol.24h (0.0) < 1000000
XRPUP/USDT,Vol.24h (0.0) < 1000000
XRPDOWN/USDT,Vol.24h (0.0) < 1000000
DOTUP/USDT,Vol.24h (0.0) < 1000000
DOTDOWN/USDT,Vol.24h (0.0) < 1000000
BEL/USDT,Vol.24h (743631.2) < 1000000
LTCUP/USDT,Vol.24h (0.0) < 1000000
LTCDOWN/USDT,Vol.24h (0.0) < 1000000
NBS/USDT,Vol.24h (0.0) < 1000000
OXT/USDT,Vol.24h (696756.3) < 1000000
SUN/USDT,Vol.24h (962797.6) < 1000000
HNT/USDT,Vol.24h (0.0) < 1000000
FLM/USDT,Vol.24h (824558.1) < 1000000
UNIUP/USDT,Vol.24h (0.0) < 1000000
UNIDOWN/USDT,Vol.24h (0.0) < 1000000
ORN/USDT,Vol.24h (0.0) < 1000000
SXPUP/USDT,Vol.24h (0.0) < 1000000
SXPDOWN/USDT,Vol.24h (0.0) < 1000000
FILUP/USDT,Vol.24h (0.0) < 1000000
FILDOWN/USDT,Vol.24h (0.0) < 1000000
YFIUP/USDT,Vol.24h (0.0) < 1000000
YFIDOWN/USDT,Vol.24h (0.0) < 1000000
BCHUP/USDT,Vol.24h (0.0) < 1000000
BCHDOWN/USDT,Vol.24h (0.0) < 1000000
HARD/USDT,Vol.24h (932393.4) < 1000000
DNT/USDT,Vol.24h (0.0) < 1000000
UNFI/USDT,Vol.24h (0.0) < 1000000
XEM/USDT,Vol.24h (0.0) < 1000000
AAVEUP/USDT,Vol.24h (0.0) < 1000000
AAVEDOWN/USDT,Vol.24h (0.0) < 1000000
SUSD/USDT,Vol.24h (0.0) < 1000000
SUSHIUP/USDT,Vol.24h (0.0) < 1000000
SUSHIDOWN/USDT,Vol.24h (0.0) < 1000000
XLMUP/USDT,Vol.24h (0.0) < 1000000
XLMDOWN/USDT,Vol.24h (0.0) < 1000000
JUV/USDT,Vol.24h (591436.8) < 1000000
REEF/USDT,Vol.24h (0.0) < 1000000
ASR/USDT,Vol.24h (425391.4) < 1000000
RIF/USDT,Vol.24h (466590.9) < 1000000
BTCST/USDT,Vol.24h (0.0) < 1000000
TWT/USDT,Vol.24h (946787.8) < 1000000
LIT/USDT,Vol.24h (962196.1) < 1000000
SFP/USDT,Vol.24h (558137.6) < 1000000
DODO/USDT,Vol.24h (560960.2) < 1000000
ACM/USDT,Vol.24h (389784.7) < 1000000
BADGER/USDT,Vol.24h (783214.4) < 1000000
FIS/USDT,Vol.24h (927032.8) < 1000000
LINA/USDT,Vol.24h (807764.8) < 1000000
PERP/USDT,Vol.24h (522336.8) < 1000000
RAMP/USDT,Vol.24h (0.0) < 1000000
EPS/USDT,Vol.24h (0.0) < 1000000
AUTO/USDT,Vol.24h (0.0) < 1000000
TKO/USDT,Vol.24h (886913.1) < 1000000
1INCHUP/USDT,Vol.24h (0.0) < 1000000
1INCHDOWN/USDT,Vol.24h (0.0) < 1000000
BTG/USDT,Vol.24h (0.0) < 1000000
MIR/USDT,Vol.24h (0.0) < 1000000
FORTH/USDT,Vol.24h (591788.7) < 1000000
POLS/USDT,Vol.24h (0.0) < 1000000
MDX/USDT,Vol.24h (0.0) < 1000000
NU/USDT,Vol.24h (0.0) < 1000000
GTC/USDT,Vol.24h (648980.5) < 1000000
TORN/USDT,Vol.24h (0.0) < 1000000
KEEP/USDT,Vol.24h (0.0) < 1000000
KLAY/USDT,Vol.24h (0.0) < 1000000
BOND/USDT,Vol.24h (0.0) < 1000000
MLN/USDT,Vol.24h (490786.6) < 1000000
TVK/USDT,Vol.24h (0.0) < 1000000
FARM/USDT,Vol.24h (460982.7) < 1000000
ALPACA/USDT,Vol.24h (340337.6) < 1000000
QUICK/USDT,Vol.24h (355949.0) < 1000000
FOR/USDT,Vol.24h (0.0) < 1000000
REQ/USDT,Vol.24h (459621.1) < 1000000
GHST/USDT,Vol.24h (566803.1) < 1000000
TRIBE/USDT,Vol.24h (0.0) < 1000000
GNO/USDT,Vol.24h (257340.2) < 1000000
POLY/USDT,Vol.24h (0.0) < 1000000
VIDT/USDT,Vol.24h (905590.2) < 1000000
USDP/USDT,Vol.24h (76816.0) < 1000000
SYS/USDT,Vol.24h (641674.8) < 1000000
FRONT/USDT,Vol.24h (0.0) < 1000000
CVP/USDT,Vol.24h (0.0) < 1000000
LAZIO/USDT,Vol.24h (433500.9) < 1000000
ADX/USDT,Vol.24h (484118.2) < 1000000
BNX/USDT,Vol.24h (975086.7) < 1000000
RGT/USDT,Vol.24h (0.0) < 1000000
CITY/USDT,Vol.24h (527307.7) < 1000000
KP3R/USDT,Vol.24h (0.0) < 1000000
QI/USDT,Vol.24h (744083.7) < 1000000
PORTO/USDT,Vol.24h (469342.6) < 1000000
VGX/USDT,Vol.24h (0.0) < 1000000
PLA/USDT,Vol.24h (0.0) < 1000000
RNDR/USDT,Vol.24h (0.0) < 1000000
ALCX/USDT,Vol.24h (490454.5) < 1000000
SANTOS/USDT,Vol.24h (966155.9) < 1000000
MC/USDT,Vol.24h (0.0) < 1000000
ANY/USDT,Vol.24h (0.0) < 1000000
VOXEL/USDT,Vol.24h (720089.6) < 1000000
OOKI/USDT,Vol.24h (0.0) < 1000000
SPELL/USDT,Vol.24h (934427.9) < 1000000
UST/USDT,Vol.24h (0.0) < 1000000
JOE/USDT,Vol.24h (737414.7) < 1000000
LOKA/USDT,Vol.24h (441589.5) < 1000000
ANC/USDT,Vol.24h (0.0) < 1000000
XNO/USDT,Vol.24h (503039.4) < 1000000
ALPINE/USDT,Vol.24h (949298.2) < 1000000
BIFI/USDT,Vol.24h (145736.3) < 1000000
MULTI/USDT,Vol.24h (0.0) < 1000000
MOB/USDT,Vol.24h (0.0) < 1000000
REI/USDT,Vol.24h (735321.5) < 1000000
GAL/USDT,Vol.24h (0.0) < 1000000
EPX/USDT,Vol.24h (0.0) < 1000000
LEVER/USDT,Vol.24h (879701.9) < 1000000
GMX/USDT,Vol.24h (815042.0) < 1000000
NEBL/USDT,Vol.24h (0.0) < 1000000
OSMO/USDT,Vol.24h (867089.6) < 1000000
HFT/USDT,Vol.24h (911604.9) < 1000000
HOOK/USDT,Vol.24h (927517.6) < 1000000
RPL/USDT,Vol.24h (768489.7) < 1000000
AGIX/USDT,Vol.24h (0.0) < 1000000
GNS/USDT,Vol.24h (462251.1) < 1000000
BETH/USDT,Vol.24h (0.0) < 1000000
UFT/USDT,Vol.24h (521521.2) < 1000000
LOOM/USDT,Vol.24h (0.0) < 1000000
OAX/USDT,Vol.24h (0.0) < 1000000
EDU/USDT,Vol.24h (808307.6) < 1000000
AST/USDT,Vol.24h (458481.7) < 1000000
GFT/USDT,Vol.24h (0.0) < 1000000
PIVX/USDT,Vol.24h (640923.1) < 1000000
VIC/USDT,Vol.24h (442184.1) < 1000000
AEUR/USDT,Vol.24h (159479.0) < 1000000
PDA/USDT,Vol.24h (691183.0) < 1000000
EURI/USDT,Vol.24h (575002.9) < 1000000
