Symbol,MissingData
GAL/USDT,last_price,open_price,average_volume
EPX/USDT,last_price,open_price,average_volume
NEBL/USDT,last_price,open_price,average_volume
AGIX/USDT,last_price,open_price,average_volume
BETH/USDT,last_price,open_price,average_volume
LOOM/USDT,last_price,open_price,average_volume
OAX/USDT,last_price,open_price,average_volume
GFT/USDT,last_price,open_price,average_volume
USDT/VAI,last_price,open_price,average_volume
CVC/USDT:USDT,last_price,open_price,quoteVolume,average_volume
BTCST/USDT:USDT,last_price,open_price,quoteVolume,average_volume
SC/USDT:USDT,last_price,open_price,quoteVolume,average_volume
RAY/USDT:USDT,last_price,open_price,quoteVolume,average_volume
FTT/USDT:USDT,last_price,open_price,quoteVolume,average_volume
